vixyA	2	156
SiraH	1	156
BAvaH	2	156
inxram	2	156
anyam	2	156
hawam	2	156
swrINAm	2	156
maxa	1	156
sarvaWA	2	156
viRNum	2	156
vqkRa	1	155
ewO	2	155
avApnuyAw	2	155
sarvaH	2	155
viXIyawe	2	155
Bagavan	2	155
bqhaspawiH	2	155
provAca	2	155
meGa	1	155
mahIm	2	155
puwra	2	155
rAmeNa	2	155
sakqw	2	154
ewAH	2	154
karmasu	2	154
xqSyanwe	2	154
kqRNam	2	154
vexAH	2	154
xiRtyA	2	154
XImawaH	2	154
vivyAXa	2	154
xvAxaSa	1	153
prAhuH	2	153
xarSanAw	2	153
Xarmasya	2	153
yaSAH	2	153
rasena	2	152
jIvew	2	152
mUwra	1	152
SirasA	2	152
labXvA	2	152
suvarNa	1	152
vyAXi	1	151
xeSam	2	151
viviXEH	2	151
japew	2	151
sawi	2	151
xIpwa	1	151
agneH	2	151
parAm	2	151
BarawaH	2	151
kurvIwa	2	150
prAjFaH	2	150
ESvaryam	2	150
moha	1	150
gaNEH	2	150
wapAH	2	150
yajFam	2	150
jajFe	2	150
jagmuH	2	150
vIrAH	2	150
kRaNam	2	149
samBavaH	2	149
SoNiwa	1	149
BavawA	2	149
sanAwanaH	2	149
mahAwmanAm	2	149
Acarew	2	148
miWyA	2	148
uwwara	1	148
jAwa	1	148
manxa	1	148
kAFcana	1	148
SafkaraH	2	148
vyAGra	2	148
kqRNa	2	148
kAmAn	2	147
prokwaH	2	147
samAH	2	147
kanyAm	2	147
akRaram	2	147
viprAH	2	147
ewasmin	2	147
wejaH	1	146
vaswra	1	146
vaMSa	1	146
pare	2	146
kasmAw	2	146
kara	1	145
yajFasya	2	145
jAH	2	145
praBam	2	145
muhUrwam	2	145
aMSa	1	145
SrAxXam	2	145
parA	2	144
uxakam	2	144
yAH	2	144
jaya	1	144
wuByam	2	144
piwAmaha	2	144
lakRmaNaH	2	144
gaH	2	143
Bojanam	2	143
PalAni	2	143
vipulam	2	143
qRINAm	2	143
puwrO	2	143
kRaye	2	142
xina	1	142
aRta	1	142
xyuwiH	2	142
u	2	142
BImam	2	142
vAcam	2	142
BU	1	141
manAH	2	141
xravyam	2	141
ewena	2	141
uwwama	1	141
jAyanwe	2	141
balAH	2	141
wejasaH	2	141
SEla	1	141
saMsAra	1	141
wuRtaH	2	141
narmaxA	1	141
jale	2	140
wElam	2	140
uxAharanwi	2	140
rAjFAm	2	140
mAsa	1	140
ukwA	2	140
iwWam	2	140
sawwamaH	2	140
gqhe	2	140
hawe	2	140
ukwe	2	140
mAwuH	2	140
aswrANi	2	140
xuryoXana	1	140
aSnuwe	2	139
bAla	1	139
aMSam	2	139
vAyu	1	139
viXim	2	139
xviXA	2	139
asmAw	2	139
SArxUla	2	139
pANdava	1	139
prIwi	1	138
Sukla	1	138
kariRyAmi	2	138
sanxehaH	2	138
xivam	2	138
puwreNa	2	138
buXaH	2	137
yakRa	1	137
paSu	1	137
BIRmam	2	137
nihawaH	2	137
anIkam	2	137
sanawkumAraH	2	137
ApnuyAw	2	136
ewEH	2	136
kurvan	2	136
BAgam	2	136
manwraH	2	136
asmABiH	2	136
vapuH	2	136
ewasya	2	136
sUwa	1	136
brAhmaNAn	2	136
BaviwA	2	136
rAma	2	136
mahAwmAnaH	2	136
SriyA	2	136
AwmajaH	2	136
sIwA	2	136
BiRak	2	135
pUjiwaH	2	135
lepayew	2	135
vqwwiH	2	135
uwsqjya	2	135
SawEH	2	135
xoRAH	2	134
muKe	2	134
rAga	1	134
mAnavAH	2	134
swrI	2	134
guNaH	2	134
san	2	134
xakRiNam	2	134
pArWivaH	2	134
kOnweya	2	134
wIrWAni	2	134
vqRNi	1	134
SleRma	1	133
samAhiwaH	2	133
puruRasya	2	133
SakuniH	2	133
wyajew	2	133
prIwiH	2	133
ASriwya	2	133
sAma	2	133
varRANi	2	133
sanniXO	2	132
xAha	1	132
pUrvam	2	132
kuRTa	1	132
ewi	2	132
BUmim	2	132
jAwu	2	132
SrIH	2	132
brAhmaNasya	2	132
aXunA	2	132
baBUvuH	2	132
aBavan	2	132
paSavaH	2	132
cakRuRA	2	132
BaviRyanwi	2	132
kRayaH	2	131
mAna	1	131
agra	1	131
wila	1	131
graha	1	131
awIva	2	131
vaXam	2	131
buxXim	2	131
kriyawe	2	131
paramaH	2	131
BarwA	2	131
BUwaH	2	131
agne	2	131
xivyAni	2	131
kacciw	2	131
safkruxXaH	2	131
praviveSa	2	131
sugrIvaH	2	131
jFeyam	2	130
SOcam	2	130
kroXaH	2	130
prajAnAm	2	130
kqpaH	2	130
mala	1	129
vijFAnam	2	129
varjayew	2	129
niboXa	2	129
bahuSaH	2	129
rawnAni	2	129
rUpANi	2	129
prakqwiH	2	129
hawAH	2	129
xivi	2	129
brUyAw	2	129
pUjAm	2	129
wriXA	2	129
xAnena	2	129
BarwAram	2	129
brAhmaNAnAm	2	129
kariRyawi	2	129
RodaSa	1	128
ganXarvAH	2	128
aneka	1	128
wrINi	2	128
ari	1	128
lifga	1	128
kRawriya	1	128
svarNa	1	128
mUrXani	2	128
sanniBam	2	128
parAkramaH	2	128
wapasaH	2	128
vipra	2	128
mahAwmAnam	2	128
xAnavAH	2	128
wiRTa	2	128
wasWO	2	128
XAwu	1	127
vara	2	127
BUmiH	2	127
ugra	1	127
puruRAH	2	127
ganwum	2	127
mAwq	1	127
xaxqSuH	2	127
yajFe	2	127
AsWiwaH	2	127
raWAn	2	127
mAriRa	2	127
prajAyawe	2	126
yoginaH	2	126
vijFAya	2	126
mAsam	2	126
Binna	1	126
xviwIyam	2	126
guroH	2	126
viSvam	2	126
Srowram	2	126
nArAyaNaH	2	126
kiFca	2	126
hareH	2	126
SarAn	2	126
niXanam	2	126
brahmANam	2	126
xuryoXanam	2	126
paxa	1	125
mUrXni	2	125
pura	1	125
hanyAw	2	125
garBam	2	125
xevawA	1	125
mqwam	2	125
jiwvA	2	125
Bava	1	125
SalyaH	2	125
kurUNAm	2	125
saFjaya	2	125
vAram	2	124
vaxanwi	2	124
kRIra	1	124
xehinAm	2	124
Sukra	1	124
kriyA	2	124
mAwaram	2	124
BqwAm	2	124
nIla	1	124
snAna	1	124
niScayaH	2	124
xarSana	1	124
gafgA	1	124
wAram	2	124
vixAm	2	124
mAyayA	2	124
vAma	1	123
SruwiH	2	123
sahasreNa	2	123
purANam	2	123
safkASam	2	123
praxam	2	123
vAcaH	2	123
palam	2	123
manyawe	2	123
SuBe	2	123
AKyam	2	123
miwra	1	123
saxqSam	2	123
inxreNa	2	123
haya	1	123
aBivAxya	2	123
SukaH	2	123
piwAmaham	2	123
bAho	2	123
pANdavEH	2	123
pIwa	1	122
SAswram	2	122
AxiwyaH	2	122
amla	1	122
xiSam	2	122
kqwA	2	122
yEH	2	122
prewya	2	122
bIja	1	122
sAgara	1	122
arWI	2	122
BaviRyasi	2	122
AxIn	2	121
cawuraH	2	121
sWAna	1	121
pawra	1	121
Cinna	1	121
amara	1	121
puraswAw	2	121
vigawa	1	121
varNam	2	121
kRawriyaH	2	121
ananwa	1	121
jayaH	2	121
pariwyajya	2	121
xvija	2	121
mahIpawiH	2	121
sawyena	2	121
nArAyaNam	2	121
qRaBAH	2	121
gaxAm	2	121
BImasenam	2	121
canxramAH	2	120
uRNa	1	120
ambu	1	120
vIryaH	2	120
ewAm	2	120
karwavyaH	2	120
sparSa	1	120
vAsaH	2	120
AwmakaH	2	120
manwreNa	2	120
XyAna	1	120
balI	2	120
prayayO	2	120
niSiwEH	2	120
XArayew	2	119
Sakwim	2	119
rajaH	1	119
eweRAm	2	119
ganXam	2	119
wiRTanwi	2	119
pAvakaH	2	119
SrUyawAm	2	119
ISvara	1	119
harim	2	119
vAxinaH	2	119
viSvAmiwraH	2	119
vaxa	2	118
wIkRNa	1	118
xviwIyaH	2	118
mohAw	2	118
arWAH	2	118
arjunam	2	118
Basma	1	118
SApa	1	118
laBew	2	118
pAwre	2	118
raWena	2	118
prahasan	2	118
kaWAm	2	118
hanwum	2	118
ambara	1	117
payaH	2	117
varNAH	2	117
anyonya	1	117
mqxu	1	117
wrIn	2	117
paraspara	1	117
baxXvA	2	117
mahawaH	2	117
surAH	2	117
avyakwam	2	117
krama	1	117
karomi	2	117
akRayam	2	117
piwrA	2	117
Bavawu	2	117
kRawriyAH	2	117
uwwama	2	117
aXipa	2	117
vIram	2	117
pArWam	2	117
mAwrA	2	116
Ananxa	1	116
jvaraH	2	116
AcAra	1	116
sWAH	2	116
gacCanwi	2	116
qReH	2	116
SakwaH	2	116
ruxXvA	2	116
ke	2	116
praWama	1	116
mqwaH	2	116
guNam	2	115
harRa	1	115
