mAwra	mAwra	iic.			66
kapi	kapi	iic.			66
oGa	oGa	iic.			66
puram	pura	n. sg. acc.			66
praBaH	praBA	m. sg. nom.			66
iwyAxi	iwyAxi	n. sg. nom.			66
aBAvAw	aBAva	m. sg. abl.			65
SabxaH	Sabxa	m. sg. nom.			65
Arwi	Arwi	iic.			65
carma	carman	iic.			65
svexa	svexa	iic.			65
Gana	Gana	iic.			65
Buja	Buja	iic.			65
pawi	pawi	iic.			65
parAyaNaH	parAyaNa	m. sg. nom.			65
agninA	agni	m. sg. i.			65
lokasya	loka	m. sg. g.			65
qRiH	qRi	m. sg. nom.			65
AKye	AKyA	m. sg. loc.			65
rakRaH	rakRas	iic.			64
uxara	uxara	iic.			64
prawyaya	prawyaya	iic.			64
maNdala	maNdala	iic.			64
cinwA	cinwA	iic.			64
safkASaH	safkASa	m. sg. nom.			64
xinam	xina	n. sg. acc.			64
ISvaram	ISvara	m. sg. acc.			64
pufgavaH	pufgava	m. sg. nom.			64
kRuw	kRuX	iic.			63
samuxra	samuxra	iic.			63
qwu	qwu	iic.			63
purANa	purANa	iic.			63
wIvra	wIvra	iic.			63
pArSva	pArSva	iic.			63
asi	asi	iic.			63
wejasaH	wejas	m. sg. g.			63
rAvaNa	rAvaNa	iic.			63
pANi	pANi	iic.			62
salila	salila	iic.			62
wqNa	wqNa	iic.			62
akRaH	akRa	m. sg. nom.			62
kAya	kAya	iic.			62
svapna	svapna	iic.			62
hInaH	hIna	m. sg. nom.	hA	pp.	62
samIpa	samIpa	iic.			62
samAna	samAna	iic.			62
kARTa	kARTa	iic.			62
SIla	SIla	iic.			62
aSeRa	aSeRa	iic.			62
nava	nava	iic.			62
AwmAnam	Awman	m. sg. acc.			62
mukwa	mukwa	iic.	muc	pp.	62
vaSa	vaSa	iic.			62
prAjFa	prAjFa	m. sg. voc.			62
mahAmawiH	mahAmawi	m. sg. nom.			62
nixrA	nixrA	iic.			61
AyuH	Ayus	iic.			61
kRayaH	kRaya	m. sg. nom.			61
xvaya	xvaya	iic.			61
naRta	naRta	iic.	naS	pp.	61
bali	bali	iic.			61
muKe	muKa	n. sg. loc.			61
akliRta	akliRta	iic.			61
vrawaH	vrawa	m. sg. nom.			61
niyawa	niyawa	iic.	niyam	pp.	61
xqRti	xqRti	iic.			60
vijFAna	vijFAna	iic.			60
kqwaH	kqwa	m. sg. nom.	kq	pp.	60
AxyEH	Axya	n. pl. i.			60
aBAve	aBAva	m. sg. loc.			60
wvak	wvac	iic.			60
Alayam	Alaya	m. sg. acc.			60
vit	viR	iic.			60
pApEH	pApa	n. pl. i.			60
rUpAya	rUpa	m. sg. dat.			60
mayam	maya	n. sg. acc.			60
praBam	praBA	n. sg. nom.			60
qRiBiH	qRi	m. pl. i.			60
yogAw	yoga	m. sg. abl.			60
gaNAn	gaNa	m. pl. acc.			60
rUpam	rUpa	m. sg. acc.			60
maxra	maxra	iic.			60
namaskqwya	namaskq	abs.			60
AxiH	Axi	m. sg. nom.			59
baxXa	baxXa	iic.	banX	pp.	59
SeRa	SeRa	iic.			59
nASanaH	nASana	m. sg. nom.			59
maXura	maXura	iic.			59
RaRti	RaRti	iic.			59
xik	xiS	iic.			59
AwmanA	Awman	m. sg. i.			59
japa	japa	iic.			59
rawi	rawi	iic.			59
viSAla	viSAla	iic.			59
parAyaNAH	parAyaNa	m. pl. nom.			59
jFAwi	jFAwi	iic.			59
Barwq	Barwq	iic.			59
pqWu	pqWu	iic.			59
sanXyA	sanXyA	iic.			59
xAnena	xAna	n. sg. i.			59
puwram	puwra	m. sg. acc.			59
aSru	aSru	iic.			58
apahaH	apaha	m. sg. nom.			58
Bagna	Bagna	iic.	BaFj	pp.	58
AyuH	Ayus	m. sg. nom.			58
ArwaH	Arwa	m. sg. nom.			58
ORaXa	ORaXa	iic.			58
caraNa	caraNa	iic.			58
KaNde	KaNda	m. sg. loc.			58
BrAwq	BrAwq	iic.			58
rakRasAm	rakRas	n. pl. g.			58
xevI	xevI	f. sg. nom.			58
vixyuw	vixyuw	iic.			58
mAxrI	mAxrI	iic.			58
puRti	puRti	iic.			57
AxiBiH	Axi	n. pl. i.			57
pramANa	pramANa	iic.			57
vqxXi	vqxXi	iic.			57
qkRa	qkRa	iic.			57
xUra	xUra	iic.			57
akRa	akRa	iic.			57
kusuma	kusuma	iic.			57
vAk	vAc	m. sg. nom.			57
xravEH	xrava	m. pl. i.			57
anXaka	anXaka	iic.			57
hqRta	hqRta	iic.	hqR	pp.	57
vawsa	vawsa	iic.			57
wrixaSa	wrixaSa	iic.			57
xeSe	xeSa	m. sg. loc.			56
Uru	Uru	iic.			56
kuSa	kuSa	iic.			56
canxana	canxana	iic.			56
lakRaNaH	lakRaNa	m. sg. nom.			56
SoPa	SoPa	iic.			56
katu	katu	iic.			56
lohiwa	lohiwa	iic.			56
sWira	sWira	iic.			56
jAH	ja	m. pl. nom.			56
woya	woya	iic.			56
awiWi	awiWi	iic.			56
saFjFA	saFjFA	iic.			56
vAri	vAri	iic.			56
pAvaka	pAvaka	iic.			56
varNam	varNa	n. sg. nom.			56
maraNa	maraNa	iic.			56
mukwA	mukwA	iic.			56
buxXiH	buxXi	m. sg. nom.			56
yAma	yAma	iic.			56
pOra	pOra	iic.			56
Ahave	Ahava	m. sg. loc.			56
anwaram	anwara	n. sg. acc.			55
xarSanaH	xarSana	m. sg. nom.			55
sWam	sWa	n. sg. nom.			55
sAra	sAra	iic.			55
hqwa	hqwa	iic.	hq	pp.	55
guNam	guNa	n. sg. nom.			55
cakRuH	cakRus	iic.			55
AwmanAm	Awman	m. pl. g.			55
kleSa	kleSa	iic.			55
pawrANi	pawwra	n. pl. acc.			55
xarSanAw	xarSana	n. sg. abl.			55
sarga	sarga	iic.			55
qReH	qRi	m. sg. g.			55
muKAH	muKa	m. pl. nom.			55
xvijAwayaH	xvijAwi	m. pl. nom.			55
aMSam	aMSa	m. sg. acc.			54
rakRA	rakRA	iic.			54
guNEH	guNa	m. pl. i.			54
SayyA	SayyA	iic.			54
rasEH	rasa	m. pl. i.			54
SIGra	SIGra	iic.			54
wale	wala	n. sg. loc.			54
icCA	icCA	iic.			54
AKyam	AKyA	n. sg. nom.			54
wapwa	wapwa	iic.	wap	pp.	54
xruma	xruma	iic.			54
vAxinaH	vAxin	m. pl. nom.			54
mUrXani	mUrXan	m. sg. loc.			54
ikRvAku	ikRvAku	iic.			54
SAlagrAma	SAlagrAma	iic.			54
nABi	nABi	iic.			53
pavana	pavana	iic.			53
wAla	wAla	iic.			53
Kadga	Kadga	iic.			53
hima	hima	iic.			53
Ajya	Ajya	iic.			53
homa	homa	iic.			53
anwaram	anwara	m. sg. acc.			53
wanwra	wanwra	iic.			53
vaSAw	vaSa	m. sg. abl.			53
BqSa	BqSa	iic.			53
vAji	vAjin	iic.			53
SAnwa	SAnwa	iic.	Sam	pp.	53
